ANSTO ID,ID,Phase,Context,Species,δ13C,Adjusted δ13C,values,mean_depth,max_depth,min_depth,phase_chr,square,spit,Elevation,depth_below_ground_surface,depth_by_context
SI6114,MJB437,7,C3/4A,Pandanus sp.,-26.6,-28.191000000000003,-28.191000000000006,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6115,MJB438,7,C3/4A,Pandanus sp.,-27.9,-29.491,-29.491,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6116,MJB439,7,C3/4A,Pandanus sp.,-25.3,-26.891000000000002,-26.891000000000005,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6117,MJB440,7,C3/4A,Pandanus sp.,-25.2,-26.791,-26.791,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6118,MJB441,7,C3/4A,Pandanus sp.,-25.9,-27.491,-27.491,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6120,MJB443,7,C3/4A,Pandanus sp.,-26.1,-27.691000000000003,-27.691000000000006,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6121,MJB444,7,C3/4A,Pandanus sp.,-26.1,-27.691000000000003,-27.691000000000006,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6122,MJB445,7,C3/4A,Pandanus sp.,-26.8,-28.391000000000002,-28.391000000000005,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6123,MJB446,7,C3/4A,Pandanus sp.,-24.2,-25.791,-25.791,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
SI6124,MJB447,7,C3/4A,Pandanus sp.,-26.2,-27.791,-27.791,0.21732323437500034,0.4346464687500007,0,Phase 7,C3,4A,100.599319,0.09389400000000118,0
