tape,total_station
2.69,98.13548291000001
2.6999999999999997,98.1260053
2.71,98.11652769
2.7199999999999998,98.10705008000001
2.73,98.09757247
2.7399999999999998,98.08809486
2.75,98.07861725000001
2.76,98.06913964
2.77,98.05966203
2.78,98.05018442000001
2.79,98.04070681
2.8,98.0312292
2.81,98.02175159000001
2.82,98.01227398
2.83,98.00279637
2.84,97.99331876000001
2.85,97.98384115
2.86,97.97436354
2.87,97.96488593000001
2.88,97.95540832
2.8899999999999997,97.94593071
2.9,97.93645310000001
2.9099999999999997,97.92697549
2.92,97.91749788
2.9299999999999997,97.90802027000001
2.94,97.89854266
2.9499999999999997,97.88906505
2.96,97.87958744000001
2.9699999999999998,97.87010983
2.98,97.86063222
2.9899999999999998,97.85115461000001
3,97.841677
3.01,97.83219939
3.02,97.82272178000001
3.03,97.81324417
3.04,97.80376656
3.05,97.79428895000001
3.06,97.78481134
3.07,97.77533373
3.08,97.76585612000001
3.09,97.75637851
3.1,97.7469009
3.11,97.73742329000001
3.12,97.72794568
3.13,97.71846807
3.14,97.70899046000001
3.15,97.69951285
3.1599999999999997,97.69003524
3.17,97.68055763000001
3.1799999999999997,97.67108002
3.19,97.66160241
3.1999999999999997,97.65212480000001
3.21,97.64264719
3.2199999999999998,97.63316958
3.23,97.62369197000001
3.2399999999999998,97.61421436
3.25,97.60473675
3.26,97.59525914000001
3.27,97.58578153
3.28,97.57630392
3.29,97.56682631000001
3.3,97.5573487
3.31,97.54787109
3.32,97.53839348000001
3.33,97.52891587
3.34,97.51943826
3.35,97.50996065000001
3.36,97.50048304
3.37,97.49100543
3.38,97.48152782000001
3.39,97.47205021
3.4,97.4625726
3.4099999999999997,97.45309499000001
3.42,97.44361738
3.4299999999999997,97.43413977
3.44,97.42466216000001
3.4499999999999997,97.41518455
3.46,97.40570694
3.4699999999999998,97.39622933000001
3.48,97.38675172
3.4899999999999998,97.37727411
3.5,97.3677965
3.51,97.35831889
3.52,97.34884128
3.53,97.33936367000001
3.54,97.32988606
3.55,97.32040845
3.56,97.31093084
3.57,97.30145323
3.58,97.29197562
3.59,97.28249801
3.6,97.27302040000001
3.61,97.26354279
3.62,97.25406518
3.63,97.24458757000001
3.64,97.23510996
3.65,97.22563235
3.6599999999999997,97.21615474000001
3.67,97.20667713
3.6799999999999997,97.19719952
3.69,97.18772191000001
3.6999999999999997,97.1782443
3.71,97.16876669
3.7199999999999998,97.15928908000001
3.73,97.14981147
3.7399999999999998,97.14033386
3.75,97.13085625000001
3.76,97.12137864
3.77,97.11190103
3.78,97.10242342000001
3.79,97.09294581
3.8,97.0834682
3.81,97.07399059000001
3.82,97.06451298
3.83,97.05503537
3.84,97.04555776000001
3.85,97.03608015
3.86,97.02660254
3.87,97.01712493000001
3.88,97.00764732
3.89,96.99816971
3.9,96.98869210000001
3.9099999999999997,96.97921449
3.92,96.96973688
3.9299999999999997,96.96025927000001
3.94,96.95078166
3.9499999999999997,96.94130405
3.96,96.93182644000001
3.9699999999999998,96.92234883
3.98,96.91287122
3.9899999999999998,96.90339361000001
4,96.893916
